nir,moisture,temp,brix
712.3620356542087,50.3305278371609,30.109062498719375,19.91
885.2142919229748,20.98347665835206,26.075678332714766,25.65
819.5981825434216,20.88494206115989,31.14443342342848,24.27
779.597545259111,32.94440876598165,29.668262425950903,22.35
646.8055921327309,39.54572761618663,35.15680959602514,18.66
646.7983561008608,50.816296712311726,34.086688741790354,18.05
617.4250836504598,47.33181506426021,30.4689059229631,17.14
859.8528437324806,37.83610825506993,28.26838831382485,24.81
780.3345035229627,30.945066651266636,39.82053949233388,23.07
812.4217733388136,59.884980006308446,31.810024317941725,22.4
606.1753482887407,37.04725208943891,35.32411353670356,18.19
890.9729556485984,38.05548097318702,27.10829451367541,25.21
849.7327922401265,26.544952847666767,32.28384549489097,24.89
663.7017332034828,51.79238194999718,25.413050798041983,18.0
654.5474901621302,47.74728903125954,32.58182676865675,18.84
655.0213529560301,28.830784511550416,39.460261106765536,19.96
691.2726728878613,23.295241824633706,30.763100694787003,20.48
757.4269294896714,47.21997208298852,25.584940188623673,21.13
729.5835055926348,46.18044857124541,25.46433686379015,19.9
687.3687420594126,30.930381079928374,30.819801399203044,20.35
783.5558684167138,58.03454249001641,27.40037404694791,21.43
641.8481581956125,26.04231567123601,25.35028144492279,18.63
687.6433945605654,37.29339204170408,36.343204209252654,19.95
709.9085529881075,57.74463680670395,31.877845133228362,19.26
736.8209952651108,36.78909267704489,29.338671579589818,21.33
835.5527884179041,45.54103790656342,38.50124774524721,24.53
659.9021346475079,35.90377591851177,26.742084403007883,18.65
754.2703315240835,30.968608093946802,39.33878243432979,22.76
777.7243706586128,59.359105918393126,29.70950076066029,20.61
613.9351238159993,36.37336025260172,38.32605508463022,18.1
782.2634555704315,55.76396814716538,34.044143147191924,21.82
651.1572371061875,29.198184235643446,37.40061039612231,19.37
619.5154778955839,28.52418816100333,39.760197448156966,18.64
884.665661176,21.245363315380455,29.326081567281186,25.97
889.6896099223678,46.066673015035406,39.41703228111389,25.83
842.5192044349383,34.74105374895045,30.842228423536305,24.33
691.3841307520112,54.57432999358548,30.782678571053836,18.41
629.3016342019151,38.928396267662286,30.105806563817588,17.4
805.2699079536471,58.72773711658887,33.12111411021378,22.1
732.0457481218804,27.421020628124847,27.312175647677307,21.5
636.6114704534336,54.744926718224434,33.30567228037017,16.85
748.553073033381,51.06387411166967,33.12557218615006,20.89
610.3165563345656,50.83687378576208,36.42852718907305,17.17
872.7961206236346,53.79132912467551,37.504749429063786,25.16
677.6339944800051,50.440959637719956,31.606620254686362,18.83
798.7566853061946,45.048812865256615,29.534998740272407,22.65
693.5133228268232,25.249795107295505,28.890023459756417,20.52
756.0204063533432,21.301047179650077,27.91935755057308,21.76
764.0130838029838,56.83391391262747,25.864713732985372,20.94
655.4563366576581,44.66601258082952,30.1367196825207,18.57
890.8753883293675,51.86149163904705,29.053715381961748,24.95
832.5398470083344,39.260894060502004,39.49626078799611,25.63
881.8496824692568,24.69232755849578,33.36563239375066,25.56
868.4482051282946,25.007431688102017,30.209155585457612,26.09
779.3699936433255,47.422611489158854,33.70701401490544,22.06
876.562270506935,37.21223579597851,27.087950520185434,25.08
626.5477506155759,28.02098906801347,31.66065623803304,18.6
658.7948587257436,39.66378186965748,34.39351482131596,19.01
613.5681866731614,22.568357483005364,32.33346747688677,18.39
697.5990992289793,43.27885607657595,31.026682009814863,19.93
716.6031869068446,30.75973617740391,39.907725833495476,21.14
681.4047095321688,51.90236402548753,38.2047214322339,19.65
848.6212527455788,32.41447835694295,34.3510893723916,24.79
707.0259980080768,38.20880596327205,33.540660417734244,20.19
684.2803529062143,20.464821596324025,34.30990719736876,20.68
762.8088249474745,22.897875511782356,28.0196816173365,22.89
642.2772674924288,35.69974225626739,30.92706614896478,18.47
840.6590942262119,39.19755338868494,25.59189299336349,23.87
622.3651931039312,44.00082192477215,32.1331905623024,17.5
896.0660809801552,31.66650314837213,33.14536875936495,26.46
831.6734307889972,47.7992754450617,28.416246041548142,23.47
659.6147044602517,54.40489588756818,39.46043270748271,19.31
601.6566351370807,51.194039555733994,38.64181916405863,17.15
844.6384285364502,21.584753013934286,35.832148531838584,25.64
812.0572031542852,39.220277890313156,33.00079943148044,23.47
818.7021504122962,24.197207136726995,38.04953739471527,25.11
831.3811040057838,29.681800634501098,26.959785157351945,23.85
622.2133955202271,59.46650373068586,36.85764691412328,17.48
707.5397185632818,25.69982171606053,26.872312209502724,20.66
634.7607178575389,39.95552613805424,36.91315993824108,18.58
858.931027762678,44.72622937272476,29.136513523770354,24.27
786.9894380482674,48.098598821764156,38.15635871527283,22.7
699.2694074557947,42.385947339476566,39.16063140738097,20.44
619.067505085807,20.390833896767347,27.231939541076734,18.55
693.2946965146987,33.058452329759675,31.940134075980904,20.76
697.5549966080241,40.70846573538846,39.71481067244028,20.84
818.8818535014192,23.514659965793335,32.2511115395972,24.63
791.2672414065639,34.02507724836723,37.953212837718176,23.3
866.1638227728979,21.32812435165466,33.830972831969795,25.67
741.6644775485847,23.143139886200828,30.629948618794028,22.36
635.8782737814905,35.87693104806384,29.286753332888054,18.59
813.9734361668985,25.308630161722412,28.04834636629131,24.3
828.2355145850693,42.70163393046232,36.42697287066546,23.78
768.3831592708489,47.578598765490625,30.798107602345418,21.56
